   -15	    -9	    -7
    21	     7	    -3
   -12	    10	    -1
    18	     4	   -19
     8	    16	    -2
    -2	    -1	     2
    11	    10	     7
   -11	     6	    12
   -26	    10	     7
    -5	    -6	    10
    17	    -2	     7
     3	    13	    -8
     1	   -16	    -1
   -19	    -4	     2
    -5	    -8	     1
    -2	    -8	   -15
     3	     8	     7
   -28	    -5	     2
    -7	    10	    27
    23	     6	    -2
    14	     8	    -7
     6	    10	    12
    10	    18	     6
     2	     0	   -12
     6	   -14	   -12
    -8	     2	   -11
    15	   -12	    -1
    -7	     6	    16
    18	    -8	   -22
   -19	    -9	    -9
    -3	    -1	    -2
    -2	     5	     4
     4	    -5	    -2
    10	     5	   -12
   -10	     6	   -26
   -15	     5	   -15
   -27	    -6	    -7
     5	    -1	    28
    12	     8	    13
    19	     0	   -10
    15	    10	     3
   -18	     0	   -16
    12	    -9	     1
     4	    -9	    19
    24	   -11	    19
     8	    16	    15
     6	   -11	     6
   -12	    23	    10
    -5	    -2	   -10
    21	     7	    -1
    13	     4	    -6
    -9	    -7	    -3
    -7	    16	     0
   -10	    -3	   -13
    -6	    15	    -6
   -14	    13	    12
     3	     8	     3
    -7	    -6	   -12
     8	    10	     4
     0	     5	   -10
   -17	   -10	   -14
     4	    -8	    -8
    -1	    -4	    -8
    -8	    -7	     3
    -5	     3	    -6
    30	    -6	   -10
   -12	   -19	     3
   -15	    -2	   -13
     1	    11	   -10
     5	    -1	    17
   -15	    -8	    -4
   -14	    -6	   -20
    15	     0	   -16
    15	   -21	     4
    -3	     4	   -20
    16	    -7	    -1
     0	     4	     3
    -6	     5	   -13
   -24	     6	    10
   -10	    16	    -4
    12	     4	    -6
     2	   -15	     1
    18	     2	    24
    30	    16	    -4
   -21	   -20	    -8
    -8	     1	   -17
     1	    15	   -10
   -22	    -4	    -5
    10	     8	    -3
     3	     9	    13
     8	    -9	    13
    10	    22	   -12
   -13	    -2	    -3
    21	    11	     7
     9	   -18	    -5
    -1	     5	     4
     7	    -8	    10
    -3	     2	    18
   -26	   -13	    25
    -6	    -7	   -11
    12	   -14	    -5
    -3	   -19	   -13
     6	    -9	    11
    -7	    17	   -11
     3	     8	     9
    19	   -21	    -3
   -12	   -24	    -2
    -2	   -11	   -11
    14	    -8	    10
     4	   -17	    -8
   -17	    11	     7
    -8	    12	     8
    14	    12	     4
     7	     2	    18
   -11	   -10	   -22
    -9	    -1	    19
     2	    -5	   -19
    23	     3	    -2
   -25	    -1	    -4
   -18	    -9	   -10
     7	    14	   -30
     6	     3	    11
    10	    20	     3
   -12	    13	    -3
     3	     4	     5
    21	     6	    10
    -6	     1	     7
    -4	     8	   -27
    12	     9	    -3
     1	    11	     3
     2	   -30	   -21
     6	    -2	    -1
     8	    12	   -10
    -3	   -17	     3
    10	    24	     8
    -7	    11	    -1
   -15	    -8	     8
    -8	     1	     7
    -7	    20	     7
   -18	     2	     8
    -6	   -14	    16
     2	     6	     5
   -11	    -4	     3
    -1	     7	     7
    -6	   -11	    17
     6	    -3	    11
    -2	   -13	   -26
    21	   -11	     3
    -3	     7	     7
    -2	    -7	   -19
    13	   -12	     9
    -9	    13	     1
    14	     0	     1
     2	     6	   -11
    -3	     2	   -13
    14	    -2	     8
    15	   -13	    18
     9	   -28	     7
   -15	   -14	     8
   -16	    14	    12
    23	    -6	    -9
    -4	    22	    20
     6	     1	    17
     9	   -10	     7
    14	    13	     2
     7	     4	    -2
    -3	   -14	     9
    -8	    17	    10
   -18	     8	   -18
    -7	    29	    13
    -5	    12	   -25
    11	     1	   -11
    -1	     6	    14
     5	     8	   -18
    -8	    -1	    -9
   -11	     3	     7
    22	     9	    21
    16	    14	     9
    -8	     7	   -10
   -15	   -12	   -14
     3	     0	    -5
     7	    20	   -15
    16	    -2	    12
    14	    10	     4
    10	    -3	    -2
    -4	   -11	     4
    -1	    16	    -6
    30	     0	     8
   -10	    -2	    -4
    14	     9	    12
   -14	    -1	    19
   -21	     7	     1
   -12	    -6	     5
    12	   -16	   -10
     2	   -14	    -6
    10	     2	     5
    -7	    24	     0
    -1	    -8	    -5
    -6	     6	    13
   -22	     5	     9
   -11	     2	     0
     6	     1	   -23
    15	    29	     7
    20	   -10	     0
   -13	    15	     9
    -7	     0	     1
     8	     1	     6
   -21	   -15	     8
     7	   -14	    17
    19	   -15	     4
    10	     7	    -5
     4	   -17	    -6
    -4	   -17	   -11
    12	    17	   -20
    -6	     1	    16
   -10	   -16	   -11
     0	    17	     7
     8	     8	   -26
    21	   -11	   -17
    -6	   -21	     7
    12	     3	   -11
     1	     4	   -11
    -6	     7	   -14
     4	     1	   -20
   -13	    12	    10
    -1	    30	   -10
   -26	     5	    -7
     1	    13	    17
    -9	     8	    -9
    -7	   -15	     5
    13	    17	    10
    -6	    -6	     3
    16	    11	    -3
     5	    14	   -21
   -12	     7	    -4
     1	    -7	    20
   -11	   -14	    -9
    14	    -8	   -17
    -3	     7	     3
    25	   -19	     5
    -6	    11	     6
    17	    14	     4
    20	   -16	     9
    -9	    14	    -3
    21	     3	   -10
     1	    -9	     3
    -2	   -12	   -11
    16	    -4	     0
    -5	   -25	    12
     0	    13	    21
   -19	     7	    18
     2	    15	    -2
     7	    12	     9
     2	     5	    -9
    -8	   -10	    17
    13	    18	   -19
    -1	    10	   -23
    -7	    -3	     9
    27	    -1	     1
    22	    10	    11
    -4	   -10	   -14
    11	     6	    -7
    -1	    11	    11
    11	    -9	     3
    -3	   -20	    18
     2	     9	    -2
    -6	    16	   -10
     8	    -4	    -2
    -1	    -4	     3
     5	     2	   -24
   -11	    -4	    -9
    -4	    -6	    17
    -6	    -1	    -7
   -15	   -19	    -1
   -14	   -12	     8
     9	    -7	   -16
     2	    14	   -22
     8	    -7	    -1
   -12	     7	   -10
     0	    15	   -15
   -14	     2	   -11
    -8	    -9	    10
    -2	    -9	    25
    -5	    18	     0
    16	     5	    10
     0	   -13	   -24
   -12	    11	   -16
    16	     1	     3
     6	     0	    10
   -11	    -6	    -4
     0	    -5	    -5
    20	     2	   -15
    -7	    -9	     2
   -14	    11	     3
     6	    14	   -14
    -7	   -12	   -12
   -15	     2	    -4
    25	     6	    -2
     7	   -27	    17
     5	   -11	     3
    -1	     9	    -4
     2	     1	    15
     0	   -11	    13
   -19	    -8	   -11
   -15	     2	   -15
   -11	   -15	     1
   -12	    16	   -12
     5	    -6	   -10
   -16	   -11	   -12
     0	    -2	    13
    -6	    -6	     3
   -11	    -9	     9
     5	   -10	    -1
    -2	     2	   -14
     8	     5	   -18
    -4	     0	   -24
    17	    21	    -7
   -10	     4	    12
     0	    13	     2
    -7	     1	    11
     1	   -10	   -11
    -7	    -1	    19
    10	     6	     2
   -12	    -2	    -9
   -12	    13	    18
    -2	    -8	    15
    -5	    -1	    26
     6	   -11	    -6
    -4	    15	    -6
   -26	    19	    15
     0	    -6	    15
   -10	   -22	   -10
    -4	    14	   -16
   -10	     3	    -9
     8	    -5	    17
    -1	    20	   -10
    -6	     0	   -19
     7	    -9	   -17
    24	    -2	    -2
   -14	    -5	     0
     0	   -22	    -7
     3	    26	     3
   -16	    21	   -24
    -9	    -4	     6
    13	   -14	    10
    -6	     1	   -21
   -11	     2	    27
    -9	    -5	     3
    13	    23	    19
   -24	   -15	    -6
    -4	    -6	    11
   -16	    -3	   -20
    -7	    -3	   -12
     4	    10	    -7
     1	     0	    -5
     3	    -7	   -18
     1	    10	    12
     8	    -7	    -1
    -3	     1	     7
     6	   -15	    -3
    16	     6	    -9
    -8	     2	    -5
    12	    14	    12
    19	    12	   -12
    22	     2	   -12
   -14	     3	    -7
    -2	     1	     5
    -5	    -5	     7
    18	     3	    -7
     0	   -18	     6
     6	   -12	     2
    -6	    -2	    -5
     9	    16	    -5
   -10	    -3	    24
    22	     4	    12
    -8	     4	     1
    25	    -7	     4
    16	    -9	    23
   -12	   -11	   -15
   -13	     0	    -8
    -9	   -11	    17
     1	   -12	     3
     3	    -4	   -15
   -11	     9	    -5
   -12	    -9	    -6
   -18	    12	     1
    -3	   -10	   -24
    11	   -14	     7
     4	   -16	   -14
     4	    -2	     2
   -18	   -17	     9
    11	    -1	    -9
    -1	   -19	   -19
     1	    11	     2
     7	   -20	    12
   -16	     9	   -15
    -6	    -8	   -13
    12	    -3	     2
    -6	    -8	     7
    -1	    13	     9
   -22	   -13	    11
    12	    -6	   -12
    -8	    -2	    -6
    -9	     5	    -8
    16	    -5	    -8
    12	    16	    14
    -5	   -12	    -7
     9	     7	   -14
     4	    -6	    13
     8	   -13	    -4
   -13	     1	    -7
   -22	   -10	    15
   -26	     1	    -5
    -2	    20	    -3
    16	     2	    14
   -13	    -6	    19
    23	    11	    16
    14	   -22	    -2
    -8	    -4	    -3
    10	     3	    -1
    17	    13	   -18
   -14	    -1	   -18
     9	   -16	   -12
   -10	    16	    -3
   -10	    17	     7
    11	   -15	    14
   -25	    16	    -9
   -13	    -4	   -16
    -1	    -8	    -8
   -10	     2	    -4
    -2	    -4	     6
   -15	    -9	     7
   -18	    -6	    -8
    -7	   -16	   -24
    25	     5	    -5
     6	    -6	   -10
   -11	    -8	    -7
   -14	   -12	     6
    11	   -12	     1
    15	     2	   -23
    -5	    13	     1
   -16	     4	   -11
   -13	   -12	     7
   -26	   -11	     0
     1	   -10	     6
    -8	    26	    19
    -9	     6	    22
    15	    19	   -25
    -8	    10	    -5
     1	    -5	     2
    -8	    17	    -2
   -22	   -17	    16
    18	    11	    -1
    13	   -14	     2
   -21	     3	     0
   -12	     2	     0
    16	   -12	   -12
    -9	    15	     8
     6	     2	     0
   -10	    -7	    -4
    -4	     4	    -9
    -3	     1	    -8
    13	    13	    -2
     4	   -17	    -9
    -3	    -3	   -14
    13	    -2	    -1
    -7	     9	    10
    -1	    16	    -2
    15	     3	   -13
    -3	   -10	   -23
    -5	    -8	    -9
    -6	   -10	    -2
    -4	    -8	    -1
   -14	    -9	     8
     8	    20	   -10
    12	    -3	    10
    13	    18	   -14
    -1	    -5	     3
   -10	     8	    -6
    -9	     6	   -18
    18	   -13	     2
   -22	    -6	    16
   -14	    13	    -7
    10	    -5	    -5
    16	    15	    -4
    11	    21	   -10
    -1	    10	     4
    -7	     7	     0
    -5	     4	     5
   -13	    15	    11
   -14	     7	    21
     1	    14	     3
    21	   -12	    -3
     4	    -1	    -2
    17	   -20	   -12
   -19	   -21	     6
   -12	     9	     6
    18	   -10	     2
    -7	   -10	   -21
    19	    -5	     2
   -13	   -13	    -7
     4	    17	    -2
    -1	    16	   -10
     7	   -22	     1
   -12	    13	    -7
     2	     1	    16
    -1	    13	   -11
    12	    -3	   -14
     3	    13	    -1
     3	    16	    26
    -1	   -14	    19
   -12	   -16	    15
     1	    13	    10
    -7	   -16	    -6
    -3	     0	    -4
   -13	     8	     2
     8	     3	    -3
   -19	    15	    12
   -17	   -16	    12
     3	   -20	    -2
    -7	    -4	    -9
   -12	   -18	   -11
     7	   -18	    -2
    -7	    -4	    -1
    16	     9	   -14
    12	    -1	    11
     7	     3	    -6
    16	   -11	    -5
     9	   -12	    22
    -5	   -15	    16
   -21	    -5	   -13
    11	   -15	     5
   -17	     8	   -20
     9	    24	    -7
    17	   -19	    -9
     3	   -21	     8
    -8	    24	     3
   -16	    14	    15
    -8	     2	   -28
    30	    18	    10
     4	    12	    23
   -17	   -10	   -15
     5	    14	    14
    -5	   -17	    14
     3	   -21	    -4
   -12	    -8	     7
    13	   -16	    -2
    -5	     3	     3
    -2	    -8	    -2
     3	     7	    18
    11	     3	     5
     3	     3	     1
    17	     9	    12
    18	    -1	    12
    24	     7	   -17
    -2	     4	   -21
     4	    13	    -1
    -1	   -10	    -9
     2	    -1	    -5
    -1	   -24	    -4
    -5	    -1	     3
   -19	   -10	     7
    -2	    -5	     7
     8	     6	     6
    17	    -5	   -15
     3	     4	    -3
    -4	    16	    -3
    13	     0	    -3
     8	    11	     4
     2	   -11	    15
   -13	   -19	    11
    14	    22	    10
    -2	    -1	     8
     6	     2	     2
     8	    24	    -6
     6	    11	   -18
    -2	    -1	   -10
     0	    -9	     9
     2	   -14	     0
     9	   -13	   -14
   -13	    15	     5
    14	    10	    -3
    14	   -10	    13
     3	   -17	   -16
     3	    -2	   -24
     9	    -2	    -8
    -8	    10	    -2
    -7	    10	    -2
     1	     5	    16
    -1	    -7	    -5
    -6	     6	     9
   -12	     0	     1
    -3	     1	     6
    26	   -17	     4
   -12	    -7	    21
     0	     5	    -5
    -5	    17	     0
    -8	    -5	    -8
    12	    -9	     6
   -16	     6	   -11
   -15	    -6	     0
    17	    15	   -22
     8	    18	     5
    11	    17	   -13
     6	     7	     0
     6	    -9	     1
   -16	    -4	    20
    23	    -8	   -22
     7	   -22	     0
     4	     9	    14
    -7	    17	   -11
     1	     6	   -13
    -6	    20	   -14
    -5	   -10	   -10
    15	    -5	    11
     3	    19	    11
   -14	    -6	   -17
    -5	    -7	   -14
   -20	     3	    14
   -12	    -4	   -13
    -3	    -3	    12
   -11	   -11	     3
    18	     4	   -12
     6	    22	     5
     3	    14	     0
    -4	    -6	   -11
    -2	     4	     8
    13	    11	    -4
     8	     8	    21
    -8	     1	     6
    -7	    24	     6
    24	     0	    17
     0	    -4	   -12
    -1	   -15	   -11
    -6	    13	     4
     5	   -15	     0
   -11	    -9	     2
    16	    -6	    16
     9	    14	    15
     8	    -1	    -2
    19	     0	   -10
    -2	    -2	    -3
    11	    -4	    12
     3	    -3	   -12
     4	    -3	    13
    -7	   -16	    -8
    -9	    31	   -14
     3	   -15	    -5
   -12	   -12	     1
    19	   -19	    -8
    -2	     2	     7
    -9	    10	    -2
    -9	   -17	    -8
     1	   -10	    -1
    12	     4	    -1
    -2	    11	    10
    22	   -22	    12
   -18	    14	    -2
    -9	    12	   -19
    13	    15	   -20
    13	     6	    -8
    -8	   -13	   -11
    -8	     8	     0
    20	    -8	    13
     0	     0	   -10
    -3	   -31	    -1
    14	     6	    27
    19	   -13	    -6
   -14	   -10	    -7
     3	    17	    -2
     6	    21	    -3
    15	     9	    10
    -7	    -8	    19
   -19	    -4	   -10
   -11	   -11	    10
    -7	     7	   -18
    -3	    -8	    -7
   -12	    -9	    10
    -8	    -6	     9
     0	   -18	     7
   -10	   -12	   -13
    -3	    11	     0
    -2	    -6	    -2
     6	     0	   -13
    -7	   -18	   -14
    11	    -9	    -9
    11	    -7	     6
    -9	   -11	    -4
     0	    -4	    10
     2	     0	     4
    20	     2	     0
     1	     0	   -19
     0	   -11	    -5
    19	   -14	   -18
    -8	    13	     2
   -19	    13	     5
   -21	   -12	     7
    14	     8	    17
   -10	    -6	    17
   -10	     3	   -11
     3	     7	    -7
    -4	     7	    -5
    -7	    12	    26
    -4	   -15	     5
   -20	    10	     3
    13	    20	    10
    -2	    13	     1
     2	    -7	   -16
   -14	     6	     5
     6	    23	    10
     4	   -17	     8
   -16	   -10	     5
   -17	   -14	    15
     5	    10	     9
    -9	     6	    13
    -8	    11	     1
     4	    17	     5
    -8	    11	    -3
    -4	    -9	   -20
    -2	   -18	    -8
    -3	     1	   -10
     6	   -10	     7
     1	    -8	    -1
    10	    -9	     8
    20	   -19	     8
    23	   -14	    -4
     3	   -13	    11
     1	     6	    -5
     1	     2	    -6
    24	   -16	    10
     7	     5	   -13
     9	    -8	    -7
    11	   -17	    11
     1	   -12	   -13
     6	     9	     3
   -11	   -14	    27
    12	     6	     1
    -8	    13	    -8
     4	   -10	    -7
    -6	   -13	   -14
   -14	     0	     9
     1	    17	    10
    16	    -6	    -2
   -12	     8	   -13
   -15	     2	    15
     8	     6	     1
     4	   -13	     7
     1	    17	   -10
    -3	    -5	   -10
    -6	    -8	   -20
    -9	     7	    -3
    -7	   -12	   -20
    -1	    -1	    -7
    -3	    -5	    18
    -7	   -15	     5
    12	   -18	    -3
   -13	    -7	    -9
     0	    -5	    -7
    -8	    -5	     8
     9	    -6	    18
     5	    10	     1
    15	   -14	    -3
   -19	    -3	    12
    17	     2	   -17
    14	     8	     3
    18	   -11	    -8
   -31	    17	   -11
   -16	   -10	    28
     4	    11	    -5
    17	   -11	     6
   -14	     8	    -6
    13	     2	     9
   -13	     0	   -13
    11	    13	    -6
   -19	    27	    -2
     8	    -3	    -4
