   -7   -6   -9
   -1   -1   16
    3    4   18
   -3    3  -14
    5    0    6
    0    4    6
    3    2   -6
   -4    2    3
   -4    2  -11
   -5    2   10
    9    3   -8
   -1    1   -8
    1   -5   -8
   -7    2    8
    0    0  -12
   -1   -1  -12
    2    5   -5
   -5   -2   -9
   -6    6   29
    5   13   14
   16    0   -4
   12   -6   13
   -2    6    8
    8   -7  -15
   18   -6   -6
    5    0  -11
    1    1   -2
   -6    9    2
    5   -5  -26
  -13   -7  -15
   -6    3  -13
   -3    3  -13
    4   -4   14
    6   -4    8
    6    6  -28
  -17  -12  -20
  -16   -9  -14
  -12  -18   12
   23    8    3
    8  -11    3
   -4   -4    3
   -3  -13    3
   22  -15  -14
   16  -11   -6
   17   -2    3
   11   11   13
    5    1    4
   -1    4    9
    2   -2   -4
   -6   -6    7
   13   -2   -1
    2    2  -14
   -5    4    0
  -12   -5    0
   -5    9    0
    6   -4    0
   -3   -3   -8
  -18    5  -14
    4   -5   14
   12   15   -2
    6    7  -14
   19   -5    1
   11    7   -7
   -5    5   -2
  -19  -10   -6
    9   -5   -9
   -6  -18   -5
   14   13   -5
    5    3   -4
   -3  -10   14
    7   -7   -5
    5   -5  -12
    9  -12  -14
   -5  -11  -11
    7  -12   -6
    5    7    6
   -5    5    6
   -4   -4   -9
   -8    8   -5
   -8   11    6
   -5    9   -5
   -5  -10    5
   18    5   10
   29    5    4
  -18  -12    5
  -17   10   -6
    6   14   -7
  -10   -6    2
   14   10    7
   -4    4    2
    9   -4   -2
  -14   -4   -2
    3   -4   -6
    4    7   14
   -2    3   -2
    7    6   16
   -8   -4   -1
   -4   -4    2
  -11   -4    6
    6    7  -10
    6   -6   -1
   -9  -14   -1
  -10   -5   -2
   -5    4    2
   -3   -3   -8
    7  -15    8
  -12  -16    2
  -14   -6    1
   15   -6    6
    3   -3    6
   -4    1    2
   -1    7   -3
   -3   -3   -7
    9    4    9
    7    5  -14
   -4   -8    8
  -17   10    2
   22    6   -5
    7   13    7
    7   -7    2
   10    8  -10
  -11    8    8
    8    5    4
   -5   -5    1
   10   10    2
   11   -8   -2
   -7   -8    2
    9    8   -1
    9   11   -8
    6    8   -4
   -6  -15  -20
    9   -6    4
   -5   10    7
   -5   -4    8
    9   13  -15
   -7   -8  -15
   12  -21    8
   10   -9    4
  -21   17   -4
  -11    9    8
    5    5    8
   -8    5   -9
  -21   -4    8
   -4   10   -8
  -17    5   11
   -4    4   -1
    5    6  -18
    9   -6   -1
   17   -6   -1
    3   -8    1
    9    4   -1
   -4   -4    2
   -5   -7    1
   -9   -4   -1
  -15  -15   -1
   14    4    2
    5   -5   12
  -19  -17   -1
   -3  -10   -1
  -11   10    1
   17   10    7
  -16   -4    7
  -10   -9    9
    1    1    3
    3   -3    7
   14    3   -7
   26   -6   -6
   10   -4   -1
    4   -4  -15
   13   22    8
    5   19   -8
   15   -6   -2
   13   19   12
    3   -3   -7
   -8    2    1
   -2   -4    1
    6    4   13
   10    3  -12
    2    2   -8
  -11   -2   -8
    1    0  -18
    0    3  -15
   -3   -3   -8
   -4   -4  -13
    5   -2   10
    2   -2   11
   -8   12  -12
   12  -10    9
   -7    5  -10
   -5    5    9
  -12   -9    8
  -13  -10   -8
    6   -6   -8
   28   -6    6
   10   -6   -5
    6   11   -9
    8   18  -15
    5   -5    8
  -15   -5    9
   -5   -9    9
    6   -6   17
   -9   17  -15
   11   10  -10
   16   -9   15
  -16    9   10
   10   12  -19
    9  -10   12
   10  -11   10
    8  -10    6
   11    8   -6
   13   20   12
    7  -13   12
  -20   -9   10
   -9   -9  -12
   13  -17   13
    9  -17   -3
   17   -9   -1
   24   13   -9
   11   11   -8
  -29    9    8
   19  -13  -10
   12   13  -10
   11   17   -2
   25  -17  -14
   -4   -4   -2
   -6   -4   -2
  -19    6    2
    6   12    6
   -6   -5   10
   -9   -5  -12
   10   11   -2
   13  -19   19
    7   12   -7
   -7    7   -7
   -9   -6   -2
   -4    4   16
    9  -11   -9
   10    5   -8
  -16   -7   -2
   11    5  -10
   -5    8    7
   -8   11    3
    5  -10    2
   -4    4   11
   21   -4    6
   -7    4    2
   -4    4   -6
   13   10   12
    7   -8   -9
    2   -4    4
   -8    4    3
    2   -2   -2
    8   -4    3
   -6   -4   -7
    5   -5   -3
   22   10   -6
  -10   11  -12
  -20  -11   -7
   23  -11    4
   24   10   -4
   16  -11   -3
    4   -4    8
    9   -4   -7
   -3   -3    7
   -2    2   -3
   10   -2    7
   -2    0    7
    0    0   -3
    4   -2  -11
   15    2  -13
   -7   -5    4
    4    5    6
   18   -2    2
   -5  -11    2
    1    4    4
    5    5  -12
    6    5   -4
    4    2    4
    4    6   -3
    2    5   -4
  -12   -6   -4
    2   -2   -3
    0    2   18
   -2   -1    4
    8    1   -5
   -2   -1   -4
    0    0   -5
   -1   -5   -3
    5   -2   -1
   -1   -1    2
    0    0    2
    0    0   -1
   -3    0    5
    0    0   -5
   -2   -2   -7
  -13    6   -8
  -10    0    5
    0    0    5
   -5  -15   14
   -5   -6    8
   -5    5   -7
  -10   -9    7
   -9    9    6
  -12   10    5
   -8    8   -7
  -24  -18    9
   10   21    9
  -15  -10   -7
  -13   13    9
  -14   -9    7
    8   -8    1
  -14  -12   -1
    0    0   10
   19    0   -8
    2    6  -12
   -6  -11   -9
    8    0   -5
    0   12    0
  -13   -6   -4
   -2   -6   -9
  -18    9  -18
  -23  -14   18
  -11    6   17
   -1    1  -21
    7   -2   17
   -9    2   18
    2   -6   26
    2   -9   18
    5    9  -21
   -7   -2   -4
    1    6   -4
   12   -5    9
    4    2   -5
   -2   12    8
    9    6   -8
    2   13   -8
   -6    4    4
   -2    2  -14
    5   -3   -8
    3   -3   14
   -7   -4    9
  -13    6   -3
  -10   16   -7
  -11    4   -7
    5    5    6
   -4    5    0
   10   10   13
  -11  -19    2
   11   19    3
   15  -13    1
  -13  -13   -3
  -15  -23   -4
  -25   18   -8
  -15  -14    5
  -13   13   -3
  -14   13    4
    8   -8    3
   -6    8   -3
    7  -15    3
   15  -17   -4
   -5   -5  -15
  -11    5    3
    4   -1    4
    0    0   -8
    9   -3   -9
    3   14    1
   -2    2    0
    7    4    0
   13    4   -1
    8   -4   -1
   -9   -4   -1
    7   10    4
    3    4   -9
    6    7    5
    9    4    2
  -11   -4   -6
   12   -4   -2
   17   -4   14
    4   -5   -8
    4    6   -2
   -3   -1   11
   -2   -2    2
    2    3   -1
   -2    4    0
   16   -6   10
   -9    3   -9
    6  -15  -12
    2   -9   10
    7    6   -9
   -5  -12   17
  -14   -3   17
   -5   -9   10
  -12   -3  -17
   -9   -3   -9
   -9   -3  -10
   -6   -6  -10
    8    8  -15
    4  -13  -17
   -2   -2   10
    2    6  -10
    3    3   -9
    5    3    9
    3    3  -19
    1   10   14
   12    7   -9
   14    5   11
   -5   -2   -7
    7   -8  -10
    0   -2   11
    4   -7    3
   -9  -11    3
  -10    2    3
  -17    5   -3
   -2    6   15
    0    0   15
  -11    0    3
    7    5    7
  -10   -2    3
    5    2    4
   -7    2   10
   -5    5   -5
   -5   12    2
   -6   -2   -6
    6    6    9
   -3   -3   -5
    3   -4    1
    0    0   -5
    6    5   -4
    3   -4   -3
    0    0   -8
    2  -15    1
  -10   -4    0
   -9    4    4
   -5    1   -5
   10   -4   -1
  -12    1   -1
    1   -4   -1
    1   -1    1
   -4   -6   -1
   -4    6    1
   -5    5  -12
  -14    4    1
   -4   -6   -1
   -2   -2   -7
    5  -12   18
  -12   20   21
    5    6   15
   -5    5  -21
   -8   -3   17
   10  -13  -18
   -1   -3  -18
   -3   -1   22
   21   -3   19
   15   -5   11
    3   -4  -20
    2    6   16
   -1    0  -14
   -1    8    0
    2   -8   13
   -1   -1  -20
    1   -7   13
   -5    0    7
    2    2    2
    1  -11   -6
    5    0    6
    3   -7    2
    9   10    2
    0    0   -3
    1    0   -4
    7    3   -5
    8   -3    2
    3    0    7
   -7    1    2
   -7    0   -2
    0   16   -2
    2   -1   -5
    2    3   -7
   -1   -1   -7
   10    7    2
   20   -6   -5
   11    1   13
   -5    5   -2
    3    9   -5
   -2   -4    4
    2    4   -1
   -1    6   -1
    4   -1    9
   -8   -1    2
  -15    9    3
   -1    2    3
    1   -1    1
    2   -1    1
   15    1    2
    1    8    2
   -1   -6    0
  -14    0   -4
   -1    4   -2
    3    6    7
   -5    0    0
    0   -1    0
  -14   -9    2
    1   16   -2
   -8   10  -17
   21   -8   -6
    0   11   -2
    1   12    6
    8    0   -5
    7    0   -6
  -20    5    5
    5    6   11
    2   -8   10
    2   -2   12
  -16    9   -3
   -1    1    3
    4   14   -3
  -13    8    6
   -7   -7    3
   -6    3    3
  -10    6    6
    4  -13  -13
   -7   13    1
   -2    2   -4
   -4  -11   -2
   -1  -12   -2
   13   -3   -1
   24   -6   -2
    4   -4    1
    1    1   -2
    3    2   17
   -6    2    3
  -13    2   -5
   -4    4   -1
  -14  -11   -3
    4   11    3
   11    2    2
  -14  -18   14
   -4   16    1
  -13   -2    3
  -16   15  -11
   -2   16    8
   -9    6   14
  -14   -9    1
   11    2    1
   -2   -2    1
    7  -13    1
    8   -9   -4
    9   -8    0
   -5   -8    1
    8   -8    3
   24    8    0
    6   -7    2
   -5   11    2
   10    8    4
   -8   11    4
   -4   -4   -3
   -2    2   -3
    2   -4    5
    5    4   -1
    3    3  -13
    2  -15   -3
   -6   -2   -4
   -2   -2    0
   12   -2    1
   -1    2   10
    6    2    2
    8   -7   -2
   -6    3    2
   -4   -3    8
   -5   -2    2
   -3    3    4
  -10   -8   -2
    8   -2   -2
   -8   -5    2
   -5   -2    3
   -2   13    4
    2    2   -2
  -12   -3    1
   -3   -7   -3
   -3    1    1
    2   -3   -5
   -8   -3    1
    3    3  -14
    0   -1   -6
    1    0    8
    5   -5  -11
    1   -1   -1
    6   -5   10
  -11   -1  -16
    2   -2    8
    0    4    1
    5   -6    0
    6   -6   -3
    1   10    2
   11    1   -2
    9   -9    0
   12    7   -9
  -14   -1    1
    1    1   -1
    9   -5   -1
   -5   -7    1
    8    8   -9
   23   10    0
   10   10   -2
   10   10    0
  -16  -16    4
   11  -25   -1
  -14   11    6
  -16  -14   -1
  -12  -14   -1
   26  -11    1
  -12   12   -7
   25   11    3
  -16   11    2
   -6   -6    2
   -5    5    9
    6   -5   -8
   -7   -5   -4
    6   -6    4
   -7  -10   10
   -7   -5  -13
  -12    8   14
    6    7   -9
    8    8   13
   -7   16   10
   13   -5  -16
   10    8  -11
    6    5   16
    4   -4  -13
   -7   -3    7
   -3   -6   -9
   -5    7   11
    5    3   16
  -27   -3    6
   13    3    8
    7   -7   -8
  -16  -15  -10
  -13   -1   -6
   -1    1    6
   14   12   -1
