"1.", "TISCI wiki ", "http://processors.wiki.ti.com/index.php/TISCI "
"2.", "SYSFW confluence page ", "https://confluence.itg.ti.com/display/SYSFW  "
"3.", "DMSC PRD ", "https://pds.design.ti.com/cgi-bin/showdocumentversions?docid=13286"
"4.", "Secure proxy ", "https://pds.design.ti.com/d/21/2180/11085/12434/14/ksdma_proxy_1p0p17.doc"
"5.", "RA ", "https://pds.design.ti.com/d/21/2180/11758/13137/13/ksdma_ringacc_1p0p12.doc"
