   -15	    -1	   -16
   -27	    -6	   -11
    -7	    -2	     8
    -6	    19	    16
   -21	    -8	     7
     8	     6	   -15
    -7	    10	     1
    -8	    -6	     6
   -18	     1	     1
    19	    22	   -11
    22	     3	    14
    20	    -7	    12
   -14	    -7	     5
    -1	     1	   -11
   -12	    -5	    -1
   -13	     1	     8
    10	   -13	    -6
    -8	     7	   -18
    -8	   -12	     7
     8	    -2	   -20
    -3	    -5	    -1
    23	    -7	     8
    -9	    -5	     6
    10	     7	     4
   -11	    17	    31
     4	   -15	   -14
    -8	    -6	    20
    20	     2	   -14
   -13	   -13	    -8
     9	     6	     9
   -10	    10	   -14
   -15	    -4	   -17
     7	    -4	     0
    -1	   -26	     5
     6	     7	    -8
    -3	    -4	    -2
    -2	    -3	    21
   -11	   -14	    23
    -8	    -3	    17
   -13	    16	     6
    -5	    -5	    -4
    12	    -1	   -13
     6	    -9	    14
   -17	   -12	   -22
    14	   -10	     7
     7	    -8	    -1
    10	    -7	    20
     5	    -6	    23
   -19	     0	    12
   -10	    13	    17
    -4	    -1	     3
     4	   -16	    -8
    15	   -14	     2
   -10	    13	    -3
   -18	   -17	     3
     3	    16	     1
   -10	    10	    -8
     8	     7	    10
    -1	   -13	     4
    15	     9	     8
   -28	     4	   -24
   -10	    -8	     7
     1	   -27	    12
     2	    -6	   -15
    -9	     0	    -1
    -6	     1	     6
    -6	    -6	     4
    15	   -21	     7
    10	    13	    -6
     0	    17	    -7
     6	    -9	    -4
    -7	    -3	   -22
    -2	    18	     2
    -2	    -3	   -14
     2	    -9	    15
    16	   -14	    -1
    -5	    -4	   -14
    13	    -1	    22
     4	   -15	    -8
    17	    -9	   -14
    15	   -11	   -13
    13	     9	    -3
     9	   -14	     2
     3	   -11	    20
    -8	     5	    20
    -6	     1	    -6
    -9	    14	    -1
   -26	     6	    16
     6	   -10	   -22
    -9	    24	   -16
     2	   -13	     4
    -8	    -6	    10
    -8	     9	    19
    16	     5	    16
   -10	    16	     2
     8	     5	    -4
    -3	     9	    -1
    28	   -11	   -13
    -2	    -4	    -8
    12	    -6	   -12
    -9	    -5	     7
     6	   -12	   -18
    -6	    11	   -13
    10	    17	    -7
    10	     8	    -8
     7	    18	     9
   -14	   -30	   -10
   -10	   -11	    12
     8	    -5	   -23
    -7	    -9	     5
   -11	    23	    -2
   -17	    -5	     4
    -8	    -4	    20
    -1	    -2	     0
    -6	   -14	    -5
     8	   -10	    14
    -3	   -26	   -13
    21	    -5	    12
    14	    10	    24
   -15	    -8	   -15
    -6	    13	     3
     5	    -9	    -4
   -12	   -11	    21
    12	   -16	    15
   -21	    14	    -2
    13	     6	     1
   -11	   -13	    15
    10	    16	   -10
     9	   -21	     4
    -7	    -3	    11
    11	   -17	    -8
    10	     4	   -15
    -6	     6	   -12
    15	   -10	     7
    16	     8	   -27
     3	     5	    -7
    15	    24	    14
   -16	     3	    -2
     0	    12	    -2
     5	    19	   -21
     8	    -5	    -3
   -12	    -2	    21
   -21	    -8	     8
    11	    17	    19
    18	   -24	     6
    19	    13	   -12
     6	     5	   -10
   -23	    -1	    31
    17	    -9	     8
    11	    -2	    -8
    13	    -8	    -4
   -12	   -13	    -1
    12	    12	    -5
    19	    -2	    -4
   -11	    13	    13
    -8	     2	     5
     7	    -5	    13
    16	    14	    -7
   -26	   -10	     5
    12	    17	   -20
   -12	     0	     4
    12	    -3	    -9
    30	    14	    12
   -13	    10	    13
   -13	    -7	    -2
   -12	    -3	     2
   -19	   -14	   -14
    14	    -1	    29
    -9	     1	    -1
   -15	   -28	     7
     4	    19	    11
   -14	     0	   -10
     1	    17	     5
    -3	     3	     7
   -12	     2	    -8
     1	    -1	    10
    16	    10	   -14
    10	     1	     2
     2	    -3	     7
    -6	   -20	    14
    -4	     9	    10
    -9	   -25	    11
     5	    -8	     9
    -2	     6	   -21
    -9	    -7	    -3
    19	    22	    20
   -17	   -10	    10
    -8	     8	    11
     2	     5	   -11
   -13	   -12	   -14
     1	     7	    -9
    -4	     0	     5
     5	    -3	   -12
     5	    -2	   -13
    23	    -1	    11
   -14	     0	    14
    17	     3	    14
   -10	    -2	    -3
     2	    12	     9
    -5	   -11	     2
   -14	    16	    12
   -16	    14	     8
   -28	     7	   -10
     6	    -9	     1
   -15	    -3	     3
    10	     8	   -18
    14	     1	    -9
   -10	   -15	     4
     4	    10	   -26
     0	    -7	    -9
    -6	    -6	     7
    -6	    -6	    30
     0	    -6	    -3
    14	    -2	    -7
    -1	     6	    -3
   -19	     9	    -7
