 -109 -109 -127
 -127  109 -127
 -127 -112  127
 -127  112  127
 -127 -124  127
  122  127 -127
 -127  127  126
 -127 -127 -126
 -127  127 -120
  127  127 -120
  127  127  127
  127 -127  127
 -127 -127  127
 -127  127 -127
 -127 -127  127
 -127  127  127
  127 -127 -127
 -127  127 -127
 -121 -127 -127
 -118 -127 -127
 -127 -127  127
  127 -127  127
 -127  126  127
  127  126 -127
 -127  127  127
 -122 -127 -127
 -127 -127  127
  127 -127 -127
 -127 -127 -127
  127 -127 -127
 -127  117 -127
 -127  117 -127
  127  124 -108
  124 -124 -108
 -105  118 -121
 -111 -118 -108
 -127 -106  127
 -127 -106  127
 -127  110  127
 -118  110  127
 -127  110  127
  122 -120 -127
 -110 -120  127
 -110 -107 -127
  127  -95  127
  127 -111 -127
  127   95  127
  126  -95  127
 -127  -95  127
 -127  121  127
 -112  112 -127
  127 -112 -127
  127  -95 -105
 -127  -95 -106
 -127 -115   98
  115   98   98
   99  124 -108
  -99 -111   98
 -125 -113  120
  125  125 -113
 -127  113 -127
 -127 -113 -120
  111 -109  125
   89 -109 -127
 -118  127 -125
  117 -118  125
 -127 -127  125
  127 -127  127
  127  127 -127
 -126  127 -127
 -120 -127 -125
 -127 -127 -125
 -126  124 -127
  124  124 -127
 -124  127  127
  127 -127  127
 -127 -127 -127
  127 -127  127
  127 -127  121
  127 -127 -121
  127 -127 -115
  127  127  115
  127 -127 -125
  127 -127  127
 -122  127  127
 -117 -127 -127
 -127  127  127
 -127  127  127
  127 -127 -127
 -127  127 -127
  127 -127  127
 -127 -127  127
 -127  127  127
  127 -127  127
 -127  127 -127
  127  127 -127
 -127  127  117
  127 -127 -127
 -127 -127 -117
  127 -127 -117
 -127 -127 -117
 -120 -127 -127
  115  127 -127
  115  127  127
  127  127 -118
  127  127  118
 -127 -127 -127
 -127 -127 -118
  127 -127 -127
 -121 -127  127
 -127  127  127
 -127 -127 -127
 -127 -127  127
 -127 -127  127
 -127 -127 -127
  127 -127  127
  123 -127 -127
  127 -127 -127
  127  127  127
 -127 -127 -127
 -120  127 -127
  120 -127  127
 -115 -127  127
  124 -127  127
 -127  127 -127
  127  127  127
 -120 -127  127
  120  127 -127
  127 -126  127
 -126  126  127
 -115 -124 -127
  119 -124 -127
 -127 -113 -127
  113 -113  127
  127  127 -127
  127  127 -127
  127  127 -127
 -127  127 -127
  108  127  121
 -121  127 -121
  127 -127  127
 -127 -127  127
 -127 -127  127
  127  127  127
  122 -127  127
  125  127 -127
 -120  127 -127
 -127  127  127
  127 -121  127
  127  121 -127
  127 -127 -127
 -127 -127 -127
  127  127 -124
  127 -127 -124
 -127  127  127
 -127 -127  124
 -119  127  127
  127  127 -124
 -127 -113  100
  127  113 -127
 -108  127 -100
 -108 -127 -100
  127  127   96
 -127  127   99
 -127 -127   96
 -127 -127   96
 -127 -127   74
 -112 -127  100
 -127 -127   74
 -127 -127   74
  127  127  -74
 -127  127  -96
  124  127   89
  123  127  -89
 -127  122 -112
 -125  127  106
  127  121 -112
  127 -117  112
 -121  117 -127
 -121 -127  127
 -127 -106  127
 -127 -117  127
  127 -106  127
 -127 -106 -127
 -127 -106 -127
  127  127  127
 -127 -117  127
 -127  117  127
  125  106 -127
 -112 -106 -127
   89  -98 -127
   89   98  127
  -98   87 -127
   98   98 -127
  127   87  127
 -113  -87  126
  127   87  105
 -113  -91 -117
 -102  102 -105
  106 -102 -105
 -127  109  105
 -127  109  106
 -127  122 -117
  124 -122  113
 -127  127  105
  127  127 -105
  127  127 -119
 -127 -127  105
 -113  120 -124
  113 -120  119
 -119  100  124
 -117  106  127
  117 -100 -127
  117  100 -127
 -127  100 -127
 -127  127 -127
