 -127  122  127
 -127 -125  127
  121  122 -127
 -121  122  127
  116 -106 -127
  116 -107 -127
  116 -101 -126
 -116  101 -127
 -127  106 -126
  116  111  126
  127  111  126
  127 -127 -127
 -116 -106 -124
 -126  106 -124
 -127 -111  127
 -119  120 -124
  127 -127 -127
 -125  127  127
 -127 -111 -127
 -127 -111  127
  127  126 -127
  121  127 -127
  127  127  127
  127  127  127
  127 -127 -127
  126 -127  127
 -118 -127 -124
 -120  127  127
 -124  127 -124
 -127 -127 -124
 -127  127  124
 -127  127 -127
  127  127 -127
  127 -127  127
 -119  127 -127
 -127 -127  127
 -125 -127  126
 -124 -127  126
  127 -127 -127
 -127 -127  127
  127  127  127
  123 -127 -127
  118 -127 -124
 -127  127  124
  127  127 -123
  127  127 -123
  127 -127  108
  127 -127 -108
  127  127  123
 -127 -127 -125
  127 -127  127
  127  127 -127
 -127 -127  127
 -125 -127 -127
 -123  127  127
  117  127 -127
 -127 -121  125
 -127  127  126
  127  121 -125
  125 -121 -125
  125 -121  125
  125  119  127
  127 -105 -116
 -105 -105  116
 -105  110  101
 -105 -105 -101
  117 -104  116
  117 -110  114
 -127 -104 -120
 -125  104  123
  127  104 -127
  127 -110 -127
 -127 -112  120
 -119  110  120
  119  104 -127
 -119 -104  127
  127 -119  127
  119  110  127
 -123  127 -127
  123  123 -127
  127 -127 -120
  127  127 -120
  127 -120  115
  120 -120 -115
 -120  119 -115
 -120 -119  115
 -125  121  115
 -119  121  116
  121 -127 -118
 -121  121 -127
  127 -127 -115
 -127 -127  115
  123 -127 -118
  127  127  118
 -122 -127  127
  127 -127 -127
 -124 -127  127
 -127 -127 -127
  124 -127  127
 -124 -127 -127
 -119 -120  127
  127  120 -127
  127 -105  127
  127  105 -127
  127  127  127
  127  105  127
 -110  127  127
 -110  117  127
  127 -127  127
 -127  127  127
  127 -127 -127
 -127 -127  127
 -127 -127 -127
 -127  127  127
 -116  127 -127
  116 -127 -127
 -124  127  127
 -127  127 -127
  126 -127  121
  124  127 -121
  127 -127  105
 -127 -127 -106
  127  127 -105
  127 -127  105
  127  127 -105
  125 -127 -106
 -127 -127 -106
  127  127 -113
 -127 -127  -98
 -127  127   98
 -127  127 -106
  127 -127 -115
 -127  127  115
 -122  127 -119
 -127 -127  115
 -127  127  115
  120 -123 -110
  120  123  110
 -127 -127 -125
 -127 -127  127
  127  127  127
 -127  127  127
 -118  127  127
 -120  127  127
 -126 -120 -127
 -127  127 -127
  120 -115 -119
  115  115  119
  115 -114 -127
  115 -114  127
  127 -114 -127
 -127  114 -127
 -127 -122  127
 -121 -127  127
 -127 -127  127
  127 -127 -127
 -127 -122 -127
 -127 -122  127
  127  127 -127
  127  127 -127
  127 -127 -127
 -127 -127 -127
 -127  127  127
  127 -127 -127
  127 -122  127
  127 -122 -127
  126  123  127
  127 -122 -127
  127 -111 -127
  126  111  125
  125  123 -125
  118  126  127
  127 -127  125
 -124 -127  125
 -127 -123  125
 -122  123  127
  127 -126 -115
  127  126 -115
 -127 -118  127
 -127 -118  127
 -109 -127  127
 -109 -127  127
 -126 -103 -110
 -126 -127 -110
  127 -103  112
  127 -103  110
 -127  103 -112
 -127 -120  112
 -118  118  112
 -127  118 -127
 -127 -127 -126
  127  127  126
  127 -127 -114
  127  127 -114
 -127  127 -127
 -127  127 -127
 -127 -127  126
 -127  127 -126
 -127  127  127
  123 -127 -127
  127 -127 -127
 -127 -127  127
  121  127  127
  121 -127 -127
 -127  127  127
 -122 -127  127
 -127  127  127
  127  127 -127
  127  127  120
  125 -127 -120
  122 -127 -122
  122  127  122
 -127  127 -127
 -125  127  125
  127 -127  127
  127  127  127
  127  127  127
  127  127  127
  127 -127  127
 -127 -127 -127
  127 -127  127
  125  127  127
  127  127 -127
  127  127 -127
 -122  127  127
 -124  127 -127
 -127 -121 -127
  127  127  127
  127 -121 -127
  127  121 -127
  127  121  127
  125  127  127
 -127  121  127
 -127  127  127
 -126 -119 -127
  127  119 -127
  127 -111  127
  127  111 -127
 -121  126 -127
 -124  127 -127
 -127 -126  127
 -127  126  127
 -127  127  121
  127 -126  121
  120 -127  127
 -120 -127 -127
 -127 -115  127
  127  127 -127
  127 -115 -118
  127  115 -118
  127  115  122
  127  117  118
  127 -127  107
 -127 -127 -107
 -126  127 -116
  127 -127 -116
 -127 -127 -116
 -127 -127 -125
  127 -127  121
  127 -127 -121
  127  127  127
  127 -127  121
  127  127  127
 -127 -127  127
 -127 -127  122
  126  127 -122
 -123  127  127
 -127 -127  127
  127 -120 -127
  127 -120  127
 -121  127  127
  112 -127  127
  124 -127 -118
 -127 -127 -118
  127  127  127
  127 -127  127
  126  127  127
  126 -127  127
 -123 -124  127
  123  127 -127
  127 -115  127
  113  115  127
  127 -123 -127
 -127 -119 -127
  120  119  127
  127 -127 -127
  127  119 -124
  127 -119 -124
  127  119 -122
  127 -127  122
  116  127  127
  127 -127 -122
 -115 -127  127
  127  127 -127
 -127 -127  124
 -127  127  127
 -127 -127 -124
 -127  127 -124
 -127  127  124
 -127 -127  127
 -127  127  127
 -127  127  127
 -122  127  117
 -127 -127 -117
 -127 -127  127
 -127 -127 -127
  127 -127  127
 -127 -127 -127
 -120  127 -127
 -127 -127 -127
  125  127  127
 -125  127  127
  127 -127  127
  127 -127 -127
  127 -127 -127
 -127  127 -127
  124  127 -127
 -127  127 -127
 -127 -126 -127
 -127 -127  127
 -127 -126 -127
 -127 -126 -127
 -127 -126  127
 -124 -127 -127
  127  126  116
 -125  126 -127
 -125  127 -116
 -124  126  116
  127 -127  116
  127  127  127
  126  127  127
  127  127  127
  113  113  116
  127  113  116
