 -127   91 -111
  120  -91  114
  127   91 -127
  115  101 -125
 -114  107  124
 -114  101  124
  115  -91  109
 -115   91 -116
 -115 -102  109
  102 -114 -123
  127  100   99
  127  100  -99
 -127 -104 -109
 -104 -100 -101
 -101  119  -89
 -101  101  102
  127  111  -89
 -123 -111   89
 -127 -111 -104
  127  125  104
  107 -120 -108
 -122  120  116
 -110  125   88
 -127  127 -112
 -127 -127  102
  127  127 -102
  127 -125  -95
  127  125  -88
  117 -127  110
 -127 -125   93
 -122  127   82
 -122 -127 -123
  127 -124  -90
  118 -124   90
 -119 -127   79
 -119  122  -79
 -115 -106   98
  118  112 -101
  114  100  107
  117 -100 -119
 -127   96  -98
  -96  -96  -98
   87  117  110
  -87   94  -98
  117 -112 -113
  114 -117  104
  119 -112  -84
 -119  112  114
  120 -112   84
  127 -121  -84
 -125 -119  -84
 -109  119   98
 -119  117  -98
 -119 -119 -104
 -125   99  -70
 -124   99   70
 -112  -99  -81
  112  127  -81
 -119 -114   95
 -126  119   81
 -127   99  -95
  113  -99  -92
 -113 -114  -92
  113 -113 -111
  118 -109  -92
  114  -99  -92
  120   99  -92
 -109 -112  -95
  113  -99 -100
  113   99  -95
 -122   99   92
  122  125   92
