 -127 -127 -127
  116 -127  127
 -127  126 -127
  127  127 -127
  127 -116 -127
 -116  116 -127
  113  121 -127
 -113  113 -127
 -103  125  -91
  103  125 -127
  127  -88  -91
  120  120  -91
 -120  -89  -85
 -120  -89  127
 -127  -89  127
 -127 -112 -127
  127  127   85
 -127  112   85
 -126  -89  -96
  126  -89  102
 -127 -101  127
 -101 -112 -113
  127 -127 -127
 -127 -127 -127
 -127  127 -127
 -127 -127  127
  127  127 -127
 -127  127  127
  127  127  127
 -127  127 -127
 -127  127  127
 -127  127  127
  127 -127 -127
  127  127 -127
 -127  127  127
 -127  127 -127
 -127  127 -127
  127 -127  127
 -127  127 -127
  127  127 -127
  127  127  127
 -127 -127  127
  127  127  127
 -127 -127  127
  123 -127 -127
  127  127 -127
  127  127 -127
 -127  127 -127
